0.0350922 ,0.0318115 ,0.0290615 ,0.0262272 ,0.0243192 ,0.0220841 ,0.0202707 ,0.0186964 ,0.017436 ,0.0162045 ,0.0151942 ,0.0143353
0.029433 ,0.0268256 ,0.0236687 ,0.02141 ,0.0193251 ,0.0174195 ,0.0161609 ,0.0143346 ,0.0132731 ,0.0121678 ,0.0115692 ,0.0109973
0.0242146 ,0.0218658 ,0.0191674 ,0.0170474 ,0.0152352 ,0.0136472 ,0.0120263 ,0.0109768 ,0.00986735 ,0.00903441 ,0.00840943 ,0.0082497
0.0198141 ,0.017432 ,0.015153 ,0.0133674 ,0.0122485 ,0.0102092 ,0.00905798 ,0.00793714 ,0.00708182 ,0.0065313 ,0.00620171 ,0.00577977
0.016127 ,0.0138511 ,0.0119009 ,0.0100844 ,0.00866905 ,0.00745231 ,0.00652156 ,0.00558022 ,0.00501727 ,0.00458461 ,0.00457194 ,0.00415711
0.0128432 ,0.0109067 ,0.00908989 ,0.00753145 ,0.00635566 ,0.00529817 ,0.00438065 ,0.00379936 ,0.00332609 ,0.00309483 ,0.00303708 ,0.00306567
0.0102491 ,0.00840789 ,0.00681807 ,0.00555421 ,0.00449881 ,0.00365302 ,0.00300361 ,0.00250953 ,0.00227537 ,0.00217822 ,0.00223972 ,0.00245516
0.00810816 ,0.0064033 ,0.00513892 ,0.00401401 ,0.00316452 ,0.00253237 ,0.00207033 ,0.00179184 ,0.00169703 ,0.00177527 ,0.00202405 ,0.00240319
0.00644099 ,0.0050448 ,0.00399838 ,0.00305879 ,0.00239538 ,0.00190666 ,0.0016527 ,0.0015682 ,0.0016279 ,0.00187841 ,0.00228372 ,0.00283803
0.00535951 ,0.00426417 ,0.00331562 ,0.00259113 ,0.00211592 ,0.001866 ,0.00173099 ,0.00181297 ,0.00206047 ,0.0024682 ,0.00300786 ,0.00372295
0.00478076 ,0.00386305 ,0.00311542 ,0.00261434 ,0.00232412 ,0.00221029 ,0.00230068 ,0.00253314 ,0.0029449 ,0.00351758 ,0.00426087 ,0.00513268
0.00468184 ,0.00393111 ,0.00336871 ,0.00323544 ,0.00293611 ,0.00303836 ,0.00329004 ,0.00371677 ,0.00434369 ,0.00500485 ,0.00591038 ,0.00693197
0.00502252 ,0.00451688 ,0.00417618 ,0.00405862 ,0.00406357 ,0.00435997 ,0.00477424 ,0.00537779 ,0.00614321 ,0.00699867 ,0.00811544 ,0.00915066
0.00585811 ,0.00548855 ,0.00539866 ,0.00542889 ,0.00569517 ,0.00608308 ,0.00665288 ,0.00732493 ,0.00827943 ,0.00927497 ,0.0105151 ,0.0117232
0.00711087 ,0.00701469 ,0.00697247 ,0.00723144 ,0.00759712 ,0.00817326 ,0.00892806 ,0.00999158 ,0.0110824 ,0.0121275 ,0.0134206 ,0.0148838
0.00871763 ,0.00874393 ,0.0089605 ,0.00938053 ,0.0100334 ,0.0108199 ,0.0117657 ,0.0126091 ,0.0139522 ,0.0153473 ,0.0169645 ,0.0183409
0.0106524 ,0.0109877 ,0.0114473 ,0.0120288 ,0.0129371 ,0.0136042 ,0.0146903 ,0.0163859 ,0.0173242 ,0.0190135 ,0.0202131 ,0.0224523
0.0132201 ,0.0137953 ,0.0144596 ,0.0153608 ,0.0159763 ,0.0172591 ,0.0183054 ,0.019611 ,0.0209558 ,0.0229698 ,0.0243554 ,0.0265052
0.0161048 ,0.0167568 ,0.0177762 ,0.0183203 ,0.019641 ,0.0208465 ,0.021952 ,0.023722 ,0.0255552 ,0.0271322 ,0.0288358 ,0.0312195
0.0192952 ,0.0201058 ,0.0210944 ,0.0222131 ,0.0236214 ,0.0251146 ,0.0266265 ,0.0279997 ,0.0299607 ,0.0317389 ,0.0340544 ,0.0364159
0.0228652 ,0.0238026 ,0.0247197 ,0.0262099 ,0.0278518 ,0.0290967 ,0.0311625 ,0.0331178 ,0.0346848 ,0.0367801 ,0.0391362 ,0.0421305
0.0268768 ,0.0278977 ,0.0294627 ,0.0314248 ,0.03264 ,0.0339904 ,0.0362165 ,0.0379986 ,0.04027 ,0.0423852 ,0.043926 ,0.0468086
